Scenario,Date,PREC,TEMP,RH,WS,WD,FFMC,DMC,DC,ISI,BUI,FWI
0,2023-08-03 00:00:00,0.000000,15.600000,66.000000,5.000000,70.000000,85.940000,118.400000,826.100000,3.080000,174.330000,16.780000
0,2023-08-03 01:00:00,0.000000,15.600000,66.000000,5.000000,70.000000,85.880000,118.400000,826.100000,3.060000,174.330000,16.680000
0,2023-08-03 02:00:00,0.000000,13.100000,74.000000,2.000000,111.000000,85.650000,118.400000,826.100000,2.550000,174.330000,14.510000
0,2023-08-03 03:00:00,0.000000,13.100000,74.000000,2.000000,111.000000,85.440000,118.400000,826.100000,2.470000,174.330000,14.190000
0,2023-08-03 04:00:00,0.000000,13.100000,74.000000,2.000000,111.000000,85.250000,118.400000,826.100000,2.410000,174.330000,13.900000
0,2023-08-03 05:00:00,0.000000,12.900000,73.000000,1.000000,117.000000,85.110000,118.450000,826.220000,2.250000,174.390000,13.160000
0,2023-08-03 06:00:00,0.000000,12.900000,73.000000,1.000000,117.000000,84.980000,118.500000,826.350000,2.210000,174.450000,12.980000
0,2023-08-03 07:00:00,0.000000,12.900000,73.000000,1.000000,117.000000,84.860000,118.550000,826.470000,2.170000,174.510000,12.820000
0,2023-08-03 08:00:00,0.000000,16.400000,59.000000,3.000000,105.000000,84.890000,118.640000,826.710000,2.410000,174.630000,13.920000
0,2023-08-03 09:00:00,0.000000,16.400000,59.000000,3.000000,105.000000,84.920000,118.730000,826.950000,2.420000,174.740000,13.970000
0,2023-08-03 10:00:00,0.000000,16.400000,59.000000,3.000000,105.000000,84.950000,118.820000,827.190000,2.430000,174.850000,14.010000
0,2023-08-03 11:00:00,0.000000,21.000000,42.000000,5.000000,64.000000,85.450000,119.000000,827.640000,2.880000,175.070000,15.970000
0,2023-08-03 12:00:00,0.000000,21.000000,42.000000,5.000000,64.000000,85.890000,119.170000,828.090000,3.070000,175.280000,16.730000
0,2023-08-03 13:00:00,0.000000,21.000000,42.000000,5.000000,64.000000,86.280000,119.350000,828.530000,3.240000,175.500000,17.420000
0,2023-08-03 14:00:00,0.000000,23.600000,37.000000,9.000000,51.000000,86.910000,119.570000,829.100000,4.330000,175.770000,21.550000
0,2023-08-03 15:00:00,0.000000,23.600000,37.000000,9.000000,51.000000,87.440000,119.790000,829.680000,4.670000,176.040000,22.750000
0,2023-08-03 16:00:00,0.000000,23.600000,37.000000,9.000000,51.000000,87.900000,120.020000,830.250000,4.990000,176.320000,23.820000
0,2023-08-03 17:00:00,0.000000,23.800000,36.000000,10.000000,53.000000,88.330000,120.250000,830.830000,5.580000,176.600000,25.770000
0,2023-08-03 18:00:00,0.000000,23.800000,36.000000,10.000000,53.000000,88.690000,120.480000,831.420000,5.870000,176.880000,26.710000
0,2023-08-03 19:00:00,0.000000,23.800000,36.000000,10.000000,53.000000,88.990000,120.700000,832.010000,6.130000,177.160000,27.530000
0,2023-08-03 20:00:00,0.000000,21.800000,46.000000,1.000000,117.000000,88.990000,120.880000,832.450000,3.900000,177.360000,20.010000
0,2023-08-03 21:00:00,0.000000,21.800000,46.000000,1.000000,117.000000,88.990000,121.050000,832.880000,3.900000,177.570000,20.010000
0,2023-08-03 22:00:00,0.000000,21.800000,46.000000,1.000000,117.000000,88.990000,121.050000,832.880000,3.900000,177.570000,20.010000
0,2023-08-03 23:00:00,0.000000,16.600000,63.000000,3.000000,274.000000,88.670000,121.050000,832.880000,4.120000,177.570000,20.830000
0,2023-08-04 00:00:00,0.000000,16.600000,63.000000,3.000000,274.000000,88.400000,121.050000,832.880000,3.960000,177.570000,20.240000
0,2023-08-04 01:00:00,0.000000,16.600000,63.000000,3.000000,274.000000,88.150000,121.050000,832.880000,3.820000,177.570000,19.720000
0,2023-08-04 02:00:00,0.000000,13.400000,87.000000,6.000000,256.000000,87.150000,121.050000,832.880000,3.850000,177.570000,19.860000
0,2023-08-04 03:00:00,0.000000,13.400000,87.000000,6.000000,256.000000,86.290000,121.050000,832.880000,3.410000,177.570000,18.150000
0,2023-08-04 04:00:00,0.000000,13.400000,87.000000,6.000000,256.000000,85.540000,121.050000,832.880000,3.070000,177.570000,16.780000
0,2023-08-04 05:00:00,0.000000,12.500000,98.000000,6.000000,251.000000,84.140000,121.050000,832.890000,2.530000,177.580000,14.510000
0,2023-08-04 06:00:00,0.000000,12.500000,98.000000,6.000000,251.000000,82.920000,121.050000,832.900000,2.160000,177.580000,12.810000
0,2023-08-04 07:00:00,0.000000,12.500000,98.000000,6.000000,251.000000,81.870000,121.060000,832.910000,1.900000,177.590000,11.540000
0,2023-08-04 08:00:00,0.000000,18.000000,75.000000,5.000000,256.000000,81.920000,121.120000,833.070000,1.810000,177.660000,11.130000
0,2023-08-04 09:00:00,0.000000,18.000000,75.000000,5.000000,256.000000,81.960000,121.180000,833.220000,1.820000,177.740000,11.190000
0,2023-08-04 10:00:00,0.000000,18.000000,75.000000,5.000000,256.000000,82.010000,121.250000,833.380000,1.830000,177.820000,11.240000
0,2023-08-04 11:00:00,0.000000,24.000000,43.000000,7.000000,307.000000,83.050000,121.460000,833.900000,2.310000,178.070000,13.510000
0,2023-08-04 12:00:00,0.000000,24.000000,43.000000,7.000000,307.000000,83.940000,121.660000,834.420000,2.600000,178.330000,14.800000
0,2023-08-04 13:00:00,0.000000,24.000000,43.000000,7.000000,307.000000,84.710000,121.870000,834.930000,2.880000,178.580000,16.020000
0,2023-08-04 14:00:00,0.000000,25.700000,33.000000,10.000000,323.000000,85.870000,122.140000,835.610000,3.930000,178.910000,20.180000
0,2023-08-04 15:00:00,0.000000,25.700000,33.000000,10.000000,323.000000,86.840000,122.420000,836.280000,4.510000,179.240000,22.260000
0,2023-08-04 16:00:00,0.000000,25.700000,33.000000,10.000000,323.000000,87.640000,122.690000,836.950000,5.060000,179.570000,24.150000
0,2023-08-04 17:00:00,0.000000,26.000000,31.000000,9.000000,329.000000,88.390000,122.970000,837.660000,5.350000,179.910000,25.130000
0,2023-08-04 18:00:00,0.000000,26.000000,31.000000,9.000000,329.000000,89.010000,123.260000,838.370000,5.850000,180.260000,26.730000
0,2023-08-04 19:00:00,0.000000,26.000000,31.000000,9.000000,329.000000,89.520000,123.540000,839.070000,6.290000,180.600000,28.120000
0,2023-08-04 20:00:00,0.000000,23.900000,37.000000,6.000000,332.000000,89.650000,123.770000,839.640000,5.510000,180.880000,25.670000
0,2023-08-04 21:00:00,0.000000,23.900000,37.000000,6.000000,332.000000,89.750000,124.000000,840.210000,5.590000,181.160000,25.950000
0,2023-08-04 22:00:00,0.000000,23.900000,37.000000,6.000000,332.000000,89.840000,124.000000,840.210000,5.670000,181.160000,26.190000
0,2023-08-04 23:00:00,0.000000,18.100000,56.000000,5.000000,291.000000,89.580000,124.000000,840.210000,5.190000,181.160000,24.620000
0,2023-08-05 00:00:00,0.000000,18.100000,56.000000,5.000000,291.000000,89.340000,124.000000,840.210000,5.010000,181.160000,24.040000
0,2023-08-05 01:00:00,0.000000,18.100000,56.000000,5.000000,291.000000,89.130000,124.000000,840.210000,4.870000,181.160000,23.540000
0,2023-08-05 02:00:00,0.000000,15.200000,70.000000,6.000000,262.000000,88.590000,124.000000,840.210000,4.730000,181.160000,23.090000
0,2023-08-05 03:00:00,0.000000,15.200000,70.000000,6.000000,262.000000,88.120000,124.000000,840.210000,4.420000,181.160000,22.000000
0,2023-08-05 04:00:00,0.000000,15.200000,70.000000,6.000000,262.000000,87.700000,124.000000,840.210000,4.170000,181.160000,21.080000
0,2023-08-05 05:00:00,0.000000,14.500000,76.000000,5.000000,269.000000,87.180000,124.080000,840.490000,3.680000,181.260000,19.270000
0,2023-08-05 06:00:00,0.000000,14.500000,76.000000,5.000000,269.000000,86.730000,124.150000,840.770000,3.450000,181.350000,18.380000
0,2023-08-05 07:00:00,0.000000,14.500000,76.000000,5.000000,269.000000,86.330000,124.230000,841.050000,3.260000,181.450000,17.630000
0,2023-08-05 08:00:00,0.000000,18.700000,63.000000,2.000000,337.000000,86.330000,124.380000,841.620000,2.800000,181.640000,15.750000
0,2023-08-05 09:00:00,0.000000,18.700000,63.000000,2.000000,337.000000,86.330000,124.530000,842.190000,2.800000,181.840000,15.750000
0,2023-08-05 10:00:00,0.000000,18.700000,63.000000,2.000000,337.000000,86.330000,124.680000,842.760000,2.800000,182.030000,15.750000
0,2023-08-05 11:00:00,0.020000,20.500000,60.000000,10.000000,19.000000,86.010000,124.860000,843.440000,4.010000,182.270000,20.530000
0,2023-08-05 12:00:00,0.000000,20.500000,60.000000,10.000000,19.000000,86.010000,125.050000,844.130000,4.010000,182.500000,20.530000
0,2023-08-05 13:00:00,0.000000,20.500000,60.000000,10.000000,19.000000,86.010000,125.230000,844.820000,4.010000,182.740000,20.540000
0,2023-08-05 14:00:00,1.000000,17.300000,85.000000,8.000000,15.000000,72.050000,125.280000,845.030000,1.000000,182.810000,6.710000
0,2023-08-05 15:00:00,0.000000,17.300000,85.000000,8.000000,15.000000,72.490000,125.340000,845.240000,1.020000,182.880000,6.810000
0,2023-08-05 16:00:00,0.000000,17.300000,85.000000,8.000000,15.000000,72.900000,125.400000,845.450000,1.040000,182.950000,6.920000
0,2023-08-05 17:00:00,0.380000,18.100000,85.000000,2.000000,311.000000,68.660000,125.460000,845.670000,0.660000,183.030000,4.450000
0,2023-08-05 18:00:00,0.000000,18.100000,85.000000,2.000000,311.000000,69.120000,125.510000,845.890000,0.670000,183.110000,4.520000
0,2023-08-05 19:00:00,0.000000,18.100000,85.000000,2.000000,311.000000,69.560000,125.570000,846.120000,0.680000,183.180000,4.590000
0,2023-08-05 20:00:00,0.000000,19.100000,75.000000,3.000000,326.000000,70.410000,125.680000,846.510000,0.740000,183.320000,4.970000
0,2023-08-05 21:00:00,0.000000,19.100000,75.000000,3.000000,326.000000,71.200000,125.780000,846.900000,0.760000,183.450000,5.110000
0,2023-08-05 22:00:00,0.000000,19.100000,75.000000,3.000000,326.000000,71.950000,125.780000,846.900000,0.780000,183.450000,5.250000
0,2023-08-05 23:00:00,0.000000,14.500000,96.000000,4.000000,256.000000,71.980000,125.780000,846.900000,0.820000,183.450000,5.520000
0,2023-08-06 00:00:00,0.000000,14.500000,96.000000,4.000000,256.000000,72.020000,125.780000,846.900000,0.820000,183.450000,5.530000
0,2023-08-06 01:00:00,0.000000,14.500000,96.000000,4.000000,256.000000,72.050000,125.780000,846.900000,0.820000,183.450000,5.540000
0,2023-08-06 02:00:00,0.000000,12.600000,99.000000,6.000000,273.000000,72.050000,125.780000,846.900000,0.910000,183.450000,6.110000
0,2023-08-06 03:00:00,0.000000,12.600000,99.000000,6.000000,273.000000,72.050000,125.780000,846.900000,0.910000,183.450000,6.110000
0,2023-08-06 04:00:00,0.000000,12.600000,99.000000,6.000000,273.000000,72.050000,125.780000,846.900000,0.910000,183.450000,6.110000
0,2023-08-06 05:00:00,0.000000,11.900000,98.000000,5.000000,306.000000,72.050000,125.790000,846.910000,0.860000,183.460000,5.820000
0,2023-08-06 06:00:00,0.000000,11.900000,98.000000,5.000000,306.000000,72.060000,125.790000,846.920000,0.860000,183.460000,5.820000
0,2023-08-06 07:00:00,0.000000,11.900000,98.000000,5.000000,306.000000,72.060000,125.790000,846.930000,0.860000,183.460000,5.820000
0,2023-08-06 08:00:00,0.000000,16.600000,75.000000,3.000000,31.000000,72.680000,125.850000,847.110000,0.800000,183.540000,5.400000
0,2023-08-06 09:00:00,0.000000,16.600000,75.000000,3.000000,31.000000,73.260000,125.910000,847.280000,0.820000,183.610000,5.530000
0,2023-08-06 10:00:00,0.000000,16.600000,75.000000,3.000000,31.000000,73.810000,125.970000,847.460000,0.840000,183.680000,5.660000
0,2023-08-06 11:00:00,0.000000,20.900000,50.000000,7.000000,74.000000,75.410000,126.120000,847.920000,1.110000,183.870000,7.390000
0,2023-08-06 12:00:00,0.000000,20.900000,50.000000,7.000000,74.000000,76.830000,126.280000,848.370000,1.220000,184.060000,8.040000
0,2023-08-06 13:00:00,0.000000,20.900000,50.000000,7.000000,74.000000,78.110000,126.430000,848.830000,1.350000,184.250000,8.770000
0,2023-08-06 14:00:00,0.000000,22.600000,38.000000,9.000000,64.000000,79.810000,126.640000,849.460000,1.750000,184.510000,10.920000
0,2023-08-06 15:00:00,0.000000,22.600000,38.000000,9.000000,64.000000,81.280000,126.850000,850.090000,2.060000,184.770000,12.430000
0,2023-08-06 16:00:00,0.000000,22.600000,38.000000,9.000000,64.000000,82.550000,127.060000,850.720000,2.400000,185.040000,14.020000
0,2023-08-06 17:00:00,0.000000,22.600000,36.000000,11.000000,66.000000,83.750000,127.280000,851.370000,3.100000,185.310000,17.040000
0,2023-08-06 18:00:00,0.000000,22.600000,36.000000,11.000000,66.000000,84.780000,127.500000,852.020000,3.550000,185.580000,18.870000
0,2023-08-06 19:00:00,0.000000,22.600000,36.000000,11.000000,66.000000,85.640000,127.720000,852.670000,4.010000,185.840000,20.590000
0,2023-08-06 20:00:00,0.000000,20.200000,43.000000,10.000000,68.000000,86.060000,127.890000,853.170000,4.040000,186.050000,20.700000
0,2023-08-06 21:00:00,0.000000,20.200000,43.000000,10.000000,68.000000,86.410000,128.050000,853.670000,4.240000,186.260000,21.460000
0,2023-08-06 22:00:00,0.000000,20.200000,43.000000,10.000000,68.000000,86.720000,128.050000,853.670000,4.430000,186.260000,22.140000
0,2023-08-06 23:00:00,0.000000,14.500000,64.000000,7.000000,70.000000,86.590000,128.050000,853.670000,3.740000,186.260000,19.600000
0,2023-08-07 00:00:00,0.000000,14.500000,64.000000,7.000000,70.000000,86.480000,128.050000,853.670000,3.680000,186.260000,19.380000
0,2023-08-07 01:00:00,0.000000,14.500000,64.000000,7.000000,70.000000,86.380000,128.050000,853.670000,3.630000,186.260000,19.180000
0,2023-08-07 02:00:00,0.000000,11.800000,73.000000,4.000000,120.000000,86.090000,128.050000,853.670000,3.000000,186.260000,16.640000
0,2023-08-07 03:00:00,0.000000,11.800000,73.000000,4.000000,120.000000,85.830000,128.050000,853.670000,2.890000,186.260000,16.190000
0,2023-08-07 04:00:00,0.000000,11.800000,73.000000,4.000000,120.000000,85.590000,128.050000,853.670000,2.800000,186.260000,15.790000
0,2023-08-07 05:00:00,0.000000,10.400000,75.000000,6.000000,147.000000,85.310000,128.090000,853.760000,2.970000,186.310000,16.550000
0,2023-08-07 06:00:00,0.000000,10.400000,75.000000,6.000000,147.000000,85.070000,128.130000,853.850000,2.870000,186.350000,16.130000
0,2023-08-07 07:00:00,0.000000,10.400000,75.000000,6.000000,147.000000,84.840000,128.170000,853.940000,2.790000,186.400000,15.760000
0,2023-08-07 08:00:00,0.000000,15.500000,53.000000,8.000000,142.000000,84.970000,128.270000,854.170000,3.140000,186.520000,17.240000
0,2023-08-07 09:00:00,0.000000,15.500000,53.000000,8.000000,142.000000,85.090000,128.370000,854.400000,3.190000,186.640000,17.450000
0,2023-08-07 10:00:00,0.000000,15.500000,53.000000,8.000000,142.000000,85.200000,128.470000,854.640000,3.240000,186.760000,17.640000
0,2023-08-07 11:00:00,0.000000,22.100000,37.000000,10.000000,126.000000,85.930000,128.680000,855.110000,3.970000,187.000000,20.470000
0,2023-08-07 12:00:00,0.000000,22.100000,37.000000,10.000000,126.000000,86.560000,128.880000,855.580000,4.330000,187.250000,21.810000
0,2023-08-07 13:00:00,0.000000,22.100000,37.000000,10.000000,126.000000,87.090000,129.090000,856.060000,4.670000,187.490000,23.020000
0,2023-08-07 14:00:00,0.000000,24.200000,30.000000,11.000000,111.000000,87.900000,129.340000,856.650000,5.510000,187.800000,25.850000
0,2023-08-07 15:00:00,0.000000,24.200000,30.000000,11.000000,111.000000,88.570000,129.600000,857.250000,6.070000,188.110000,27.630000
0,2023-08-07 16:00:00,0.000000,24.200000,30.000000,11.000000,111.000000,89.130000,129.860000,857.850000,6.580000,188.420000,29.190000
0,2023-08-07 17:00:00,0.000000,24.100000,28.000000,13.000000,90.000000,89.680000,130.120000,858.460000,7.880000,188.730000,32.960000
0,2023-08-07 18:00:00,0.000000,24.100000,28.000000,13.000000,90.000000,90.130000,130.390000,859.070000,8.400000,189.040000,34.420000
0,2023-08-07 19:00:00,0.000000,24.100000,28.000000,13.000000,90.000000,90.500000,130.650000,859.680000,8.870000,189.360000,35.660000
0,2023-08-07 20:00:00,0.000000,21.500000,33.000000,11.000000,79.000000,90.540000,130.860000,860.160000,8.060000,189.610000,33.490000
0,2023-08-07 21:00:00,0.000000,21.500000,33.000000,11.000000,79.000000,90.570000,131.070000,860.650000,8.090000,189.860000,33.590000
0,2023-08-07 22:00:00,0.000000,21.500000,33.000000,11.000000,79.000000,90.600000,131.070000,860.650000,8.120000,189.860000,33.670000
0,2023-08-07 23:00:00,0.000000,17.500000,41.000000,9.000000,98.000000,90.540000,131.070000,860.650000,7.280000,189.860000,31.300000
0,2023-08-08 00:00:00,0.000000,17.500000,41.000000,9.000000,98.000000,90.480000,131.070000,860.650000,7.220000,189.860000,31.140000
0,2023-08-08 01:00:00,0.000000,17.500000,41.000000,9.000000,98.000000,90.430000,131.070000,860.650000,7.170000,189.860000,30.990000
0,2023-08-08 02:00:00,0.000000,15.600000,47.000000,8.000000,130.000000,90.250000,131.070000,860.650000,6.640000,189.860000,29.410000
0,2023-08-08 03:00:00,0.000000,15.600000,47.000000,8.000000,130.000000,90.080000,131.070000,860.650000,6.480000,189.860000,28.940000
0,2023-08-08 04:00:00,0.000000,15.600000,47.000000,8.000000,130.000000,89.930000,131.070000,860.650000,6.340000,189.860000,28.510000
0,2023-08-08 05:00:00,0.000000,14.300000,55.000000,8.000000,137.000000,89.610000,131.160000,860.830000,6.070000,189.960000,27.660000
0,2023-08-08 06:00:00,0.000000,14.300000,55.000000,8.000000,137.000000,89.340000,131.240000,861.010000,5.830000,190.060000,26.920000
0,2023-08-08 07:00:00,0.000000,14.300000,55.000000,8.000000,137.000000,89.090000,131.330000,861.190000,5.630000,190.160000,26.270000
0,2023-08-08 08:00:00,0.000000,18.200000,43.000000,12.000000,121.000000,89.090000,131.470000,861.480000,6.880000,190.320000,30.150000
0,2023-08-08 09:00:00,0.000000,18.200000,43.000000,12.000000,121.000000,89.090000,131.610000,861.770000,6.880000,190.490000,30.160000
0,2023-08-08 10:00:00,0.000000,18.200000,43.000000,12.000000,121.000000,89.090000,131.750000,862.060000,6.880000,190.650000,30.160000
0,2023-08-08 11:00:00,0.000000,22.500000,31.000000,17.000000,117.000000,89.480000,131.970000,862.520000,9.370000,190.910000,37.030000
0,2023-08-08 12:00:00,0.000000,22.500000,31.000000,17.000000,117.000000,89.810000,132.180000,862.980000,9.820000,191.170000,38.180000
0,2023-08-08 13:00:00,0.000000,22.500000,31.000000,17.000000,117.000000,90.080000,132.400000,863.450000,10.200000,191.420000,39.150000
0,2023-08-08 14:00:00,0.000000,24.500000,27.000000,17.000000,105.000000,90.540000,132.670000,863.990000,10.900000,191.730000,40.870000
0,2023-08-08 15:00:00,0.000000,24.500000,27.000000,17.000000,105.000000,90.910000,132.930000,864.540000,11.500000,192.040000,42.310000
0,2023-08-08 16:00:00,0.000000,24.500000,27.000000,17.000000,105.000000,91.220000,133.190000,865.090000,12.000000,192.350000,43.510000
0,2023-08-08 17:00:00,0.000000,24.600000,26.000000,16.000000,95.000000,91.510000,133.460000,865.650000,11.890000,192.660000,43.260000
0,2023-08-08 18:00:00,0.000000,24.600000,26.000000,16.000000,95.000000,91.740000,133.720000,866.210000,12.290000,192.970000,44.190000
0,2023-08-08 19:00:00,0.000000,24.600000,26.000000,16.000000,95.000000,91.930000,133.990000,866.780000,12.630000,193.280000,44.960000
0,2023-08-08 20:00:00,0.000000,22.400000,30.000000,13.000000,91.000000,91.930000,134.210000,867.240000,10.860000,193.540000,40.820000
0,2023-08-08 21:00:00,0.000000,22.400000,30.000000,13.000000,91.000000,91.930000,134.430000,867.700000,10.860000,193.800000,40.830000
0,2023-08-08 22:00:00,0.000000,22.400000,30.000000,13.000000,91.000000,91.930000,134.430000,867.700000,10.860000,193.800000,40.830000
0,2023-08-08 23:00:00,0.000000,18.800000,39.000000,12.000000,108.000000,91.770000,134.430000,867.700000,10.100000,193.800000,38.960000
0,2023-08-09 00:00:00,0.000000,18.800000,39.000000,12.000000,108.000000,91.630000,134.430000,867.700000,9.900000,193.800000,38.470000
0,2023-08-09 01:00:00,0.000000,18.800000,39.000000,12.000000,108.000000,91.510000,134.430000,867.700000,9.730000,193.800000,38.040000
0,2023-08-09 02:00:00,0.000000,16.700000,46.000000,9.000000,128.000000,91.230000,134.430000,867.700000,8.040000,193.800000,33.540000
0,2023-08-09 03:00:00,0.000000,16.700000,46.000000,9.000000,128.000000,90.980000,134.430000,867.700000,7.760000,193.800000,32.760000
0,2023-08-09 04:00:00,0.000000,16.700000,46.000000,9.000000,128.000000,90.760000,134.430000,867.700000,7.520000,193.800000,32.080000
0,2023-08-09 05:00:00,0.000000,14.200000,56.000000,8.000000,126.000000,90.330000,134.520000,867.890000,6.720000,193.900000,29.760000
0,2023-08-09 06:00:00,0.000000,14.200000,56.000000,8.000000,126.000000,89.950000,134.600000,868.080000,6.370000,194.000000,28.680000
0,2023-08-09 07:00:00,0.000000,14.200000,56.000000,8.000000,126.000000,89.620000,134.680000,868.270000,6.070000,194.100000,27.750000
0,2023-08-09 08:00:00,0.000000,18.400000,46.000000,11.000000,121.000000,89.580000,134.820000,868.570000,7.020000,194.260000,30.640000
0,2023-08-09 09:00:00,0.000000,18.400000,46.000000,11.000000,121.000000,89.540000,134.950000,868.870000,6.990000,194.420000,30.550000
0,2023-08-09 10:00:00,0.000000,18.400000,46.000000,11.000000,121.000000,89.520000,135.090000,869.180000,6.960000,194.570000,30.470000
0,2023-08-09 11:00:00,0.000000,22.800000,36.000000,16.000000,126.000000,89.660000,135.300000,869.650000,9.140000,194.820000,36.540000
0,2023-08-09 12:00:00,0.000000,22.800000,36.000000,16.000000,126.000000,89.790000,135.500000,870.110000,9.300000,195.060000,36.970000
0,2023-08-09 13:00:00,0.000000,22.800000,36.000000,16.000000,126.000000,89.890000,135.710000,870.580000,9.440000,195.310000,37.330000
0,2023-08-09 14:00:00,0.000000,24.600000,31.000000,15.000000,135.000000,90.220000,135.960000,871.150000,9.410000,195.610000,37.260000
0,2023-08-09 15:00:00,0.000000,24.600000,31.000000,15.000000,135.000000,90.490000,136.210000,871.710000,9.780000,195.900000,38.210000
0,2023-08-09 16:00:00,0.000000,24.600000,31.000000,15.000000,135.000000,90.710000,136.470000,872.280000,10.090000,196.190000,39.010000
0,2023-08-09 17:00:00,0.000000,24.300000,32.000000,14.000000,148.000000,90.830000,136.710000,872.820000,9.770000,196.480000,38.210000
0,2023-08-09 18:00:00,0.000000,24.300000,32.000000,14.000000,148.000000,90.940000,136.950000,873.370000,9.920000,196.770000,38.590000
0,2023-08-09 19:00:00,0.000000,24.300000,32.000000,14.000000,148.000000,91.020000,137.190000,873.920000,10.040000,197.050000,38.910000
0,2023-08-09 20:00:00,0.000000,22.300000,37.000000,13.000000,149.000000,91.020000,137.390000,874.360000,9.550000,197.280000,37.660000
0,2023-08-09 21:00:00,0.000000,22.300000,37.000000,13.000000,149.000000,91.020000,137.590000,874.810000,9.550000,197.520000,37.660000
0,2023-08-09 22:00:00,0.000000,22.300000,37.000000,13.000000,149.000000,91.020000,137.590000,874.810000,9.550000,197.520000,37.660000
0,2023-08-09 23:00:00,0.000000,17.700000,48.000000,9.000000,137.000000,90.760000,137.590000,874.810000,7.520000,197.520000,32.170000
0,2023-08-10 00:00:00,0.000000,17.700000,48.000000,9.000000,137.000000,90.540000,137.590000,874.810000,7.280000,197.520000,31.480000
0,2023-08-10 01:00:00,0.000000,17.700000,48.000000,9.000000,137.000000,90.340000,137.590000,874.810000,7.070000,197.520000,30.880000
0,2023-08-10 02:00:00,0.000000,15.000000,57.000000,9.000000,130.000000,89.930000,137.590000,874.810000,6.670000,197.520000,29.690000
0,2023-08-10 03:00:00,0.000000,15.000000,57.000000,9.000000,130.000000,89.570000,137.590000,874.810000,6.340000,197.520000,28.670000
0,2023-08-10 04:00:00,0.000000,15.000000,57.000000,9.000000,130.000000,89.260000,137.590000,874.810000,6.060000,197.520000,27.800000
0,2023-08-10 05:00:00,0.000000,13.400000,67.000000,9.000000,128.000000,88.740000,137.670000,875.040000,5.620000,197.610000,26.410000
0,2023-08-10 06:00:00,0.000000,13.400000,67.000000,9.000000,128.000000,88.280000,137.750000,875.260000,5.270000,197.710000,25.240000
0,2023-08-10 07:00:00,0.000000,13.400000,67.000000,9.000000,128.000000,87.880000,137.820000,875.480000,4.980000,197.800000,24.260000
0,2023-08-10 08:00:00,0.000000,16.900000,58.000000,11.000000,137.000000,87.770000,137.940000,875.840000,5.420000,197.950000,25.740000
0,2023-08-10 09:00:00,0.000000,16.900000,58.000000,11.000000,137.000000,87.670000,138.070000,876.200000,5.340000,198.100000,25.490000
0,2023-08-10 10:00:00,0.000000,16.900000,58.000000,11.000000,137.000000,87.590000,138.190000,876.550000,5.280000,198.250000,25.280000
0,2023-08-10 11:00:00,0.000000,21.100000,49.000000,10.000000,169.000000,87.610000,138.380000,877.110000,5.030000,198.480000,24.450000
0,2023-08-10 12:00:00,0.000000,21.100000,49.000000,10.000000,169.000000,87.620000,138.580000,877.680000,5.040000,198.710000,24.490000
0,2023-08-10 13:00:00,0.000000,21.100000,49.000000,10.000000,169.000000,87.630000,138.770000,878.240000,5.050000,198.950000,24.520000
0,2023-08-10 14:00:00,0.110000,21.800000,55.000000,16.000000,198.000000,87.630000,138.950000,878.760000,6.830000,199.170000,30.190000
0,2023-08-10 15:00:00,0.000000,21.800000,55.000000,16.000000,198.000000,87.630000,139.130000,879.280000,6.830000,199.380000,30.190000
0,2023-08-10 16:00:00,0.000000,21.800000,55.000000,16.000000,198.000000,87.630000,139.300000,879.790000,6.830000,199.600000,30.190000
0,2023-08-10 17:00:00,0.130000,21.600000,60.000000,15.000000,202.000000,87.600000,139.460000,880.250000,6.470000,199.790000,29.100000
0,2023-08-10 18:00:00,0.000000,21.600000,60.000000,15.000000,202.000000,87.580000,139.620000,880.700000,6.440000,199.980000,29.040000
0,2023-08-10 19:00:00,0.000000,21.600000,60.000000,15.000000,202.000000,87.560000,139.770000,881.160000,6.420000,200.170000,28.980000
0,2023-08-10 20:00:00,0.000000,21.600000,60.000000,15.000000,202.000000,87.540000,139.930000,881.610000,6.410000,200.360000,28.930000
